student_id,age,python_skill,sql_skill,ml_skill,web_skill,data_interest,ai_interest,web_interest,programming_interest,course_id,course_title,category,difficulty,duration_hours,course_python,course_sql,course_ml,course_web,course_data_science,enrolled,progress,completed,rating,lessons_viewed,time_spent_hours
S082,30,2,1,3,2,2,3,2,3,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,1,21,0,3,7,4.3
S083,26,0,3,0,5,4,0,2,1,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,7.5
S052,29,4,3,4,5,1,1,1,1,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,24,0,3,8,5.5
S040,20,3,5,4,4,4,2,2,1,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,1,2.5
S018,35,2,5,2,0,2,3,1,3,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,0
S041,28,1,2,3,1,5,5,2,3,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,1,0,0,4,0,0
S047,26,4,3,2,0,0,5,3,2,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,17,0,3,1,8.3
S031,30,5,2,0,1,1,1,4,3,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,1,0.1
S100,21,5,1,2,0,5,4,5,1,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S031,30,5,2,0,1,1,1,4,3,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,3,0
S043,24,4,2,1,2,0,1,2,2,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,9,6.9
S096,20,1,5,3,3,4,1,5,3,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,33,0,2,6,11.2
S023,35,1,1,5,3,4,1,2,4,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,5,0
S033,21,0,5,4,0,0,1,1,3,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,0,0
S090,34,5,2,0,3,3,0,3,2,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,1,1.5
S088,24,0,4,5,5,1,0,5,2,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,3,0
S019,18,5,5,2,4,1,4,0,5,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,1,0,0,3,2,0
S003,34,4,0,4,1,5,5,5,4,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,0.4
S069,30,3,3,1,1,5,5,0,0,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,1,40,0,4,8,10.5
S033,21,0,5,4,0,0,1,1,3,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,0
S057,35,2,0,0,2,1,4,2,0,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,4,0
S100,21,5,1,2,0,5,4,5,1,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,1,35,0,3,4,6.3
S092,35,3,3,3,5,4,2,2,1,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,6.1
S021,34,0,4,2,3,0,0,2,2,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,1,11,0,4,2,4.3
S078,18,2,2,3,3,4,5,5,4,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,0
S015,30,2,1,1,4,3,0,0,0,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,0
S099,35,2,2,5,3,2,2,2,1,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,0
S088,24,0,4,5,5,1,0,5,2,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,1,39,0,4,2,10
S095,28,2,4,5,2,4,0,4,1,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S024,31,1,4,5,5,1,5,2,3,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S074,25,2,3,0,5,2,1,2,2,C015,Power BI Fundamentals,Data Science,Beginner,20,0,1,0,0,5,1,9,0,3,0,2.7
S012,28,0,1,0,2,3,2,0,1,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0.5
S022,25,0,1,4,0,0,5,3,0,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,3,1.8
S034,33,3,1,3,0,1,3,0,3,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,0.8
S073,33,3,2,1,5,2,4,3,5,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,0,0
S099,35,2,2,5,3,2,2,2,1,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0
S029,33,3,1,0,0,5,3,2,3,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S035,26,3,2,3,5,5,4,5,5,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,1,20,0,4,0,2.2
S027,19,1,0,0,2,0,4,1,2,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,0.5
S094,28,0,3,2,1,3,1,2,2,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,1.5
S019,18,5,5,2,4,1,4,0,5,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,1,29,0,4,0,12.1
S032,22,3,1,2,3,1,0,3,4,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,2,0
S089,21,4,0,2,4,3,5,2,0,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S091,32,5,1,3,1,5,4,5,2,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,1,20,0,2,2,5.6
S072,32,4,5,4,3,4,3,1,5,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,0
S061,31,0,5,2,4,2,5,0,5,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,0.8
S077,24,3,3,4,5,0,4,3,3,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,1,41,0,3,8,11.1
S065,28,3,3,3,5,1,4,3,5,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,3,0
S086,26,2,1,4,4,5,5,0,1,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,1,3.5
S006,29,2,4,2,0,5,3,4,0,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,1,34,0,4,6,7.9
S044,23,3,4,5,2,4,5,4,0,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,1,52,0,5,6,10.1
S019,18,5,5,2,4,1,4,0,5,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,1,0,0,3,3,1.1
S034,33,3,1,3,0,1,3,0,3,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,2,0
S041,28,1,2,3,1,5,5,2,3,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,4,2.5
S057,35,2,0,0,2,1,4,2,0,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,1,0,0,3,0,0
S005,28,2,1,1,2,0,0,3,0,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,1,3.9
S063,35,1,1,3,5,3,5,5,1,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,1,0
S019,18,5,5,2,4,1,4,0,5,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,27,0,3,4,9.8
S073,33,3,2,1,5,2,4,3,5,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,0
S032,22,3,1,2,3,1,0,3,4,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,1,39,0,3,3,10.2
S004,31,1,3,4,2,0,1,5,3,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0
S042,28,0,0,3,4,4,0,0,4,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,2,0.7
S091,32,5,1,3,1,5,4,5,2,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,0
S035,26,3,2,3,5,5,4,5,5,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,0.5
S006,29,2,4,2,0,5,3,4,0,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,0
S094,28,0,3,2,1,3,1,2,2,C047,Full Stack Development - Advanced Track 22,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,1.6
S037,19,5,2,0,0,4,3,4,4,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,2.5
S071,21,3,1,3,5,4,4,4,2,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,2,1.7
S023,35,1,1,5,3,4,1,2,4,C016,Web Development Fundamentals,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,0
S012,28,0,1,0,2,3,2,0,1,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,1,11,0,4,5,8
S037,19,5,2,0,0,4,3,4,4,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,2,1.3
S016,22,5,1,5,3,4,0,3,3,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,1,0
S040,20,3,5,4,4,4,2,2,1,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,1,30,0,2,11,7.7
S048,19,0,2,1,5,2,1,5,3,C033,Deep Learning with Python - Advanced Track 8,AI,Advanced,45,5,1,5,0,5,0,0,0,0,4,0
S012,28,0,1,0,2,3,2,0,1,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,1,0
S024,31,1,4,5,5,1,5,2,3,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,1,2,0,3,1,3.6
S060,34,4,5,5,5,5,5,1,2,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,0
S020,27,5,4,4,1,1,2,1,4,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,0,0
S039,25,3,0,4,1,4,4,0,4,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,0,0,0,0,5,0.7
S066,23,5,0,2,4,5,5,4,2,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,1,51,0,4,6,15.8
S046,35,1,2,2,4,1,5,2,1,C017,HTML and CSS,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,2,4.6
S051,27,2,0,2,1,5,1,5,0,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,1,3.7
S039,25,3,0,4,1,4,4,0,4,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S086,26,2,1,4,4,5,5,0,1,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,1,13,0,3,3,5.6
S028,33,1,4,1,5,4,4,3,1,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S034,33,3,1,3,0,1,3,0,3,C044,Advanced JavaScript - Advanced Track 19,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,2.7
S001,21,0,5,2,1,1,1,5,0,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,1,1.3
S096,20,1,5,3,3,4,1,5,3,C039,Excel for Data Analysis - Advanced Track 14,Data Science,Beginner,12,0,1,0,0,4,1,33,0,3,4,10.5
S039,25,3,0,4,1,4,4,0,4,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,1,0,0,2,0,0
S003,34,4,0,4,1,5,5,5,4,C045,React Development - Advanced Track 20,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,3,0.6
S027,19,1,0,0,2,0,4,1,2,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,5.7
S056,28,2,0,2,2,5,4,3,5,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,0,0,0,0,0,2.3
S012,28,0,1,0,2,3,2,0,1,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,6,0,4,2,2.7
S032,22,3,1,2,3,1,0,3,4,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,1,0.3
S051,27,2,0,2,1,5,1,5,0,C004,SQL for Beginners,Database,Beginner,15,1,5,1,0,4,1,21,0,4,4,4.7
S071,21,3,1,3,5,4,4,4,2,C019,Advanced JavaScript,Web Development,Advanced,35,3,0,1,5,1,0,0,0,0,0,4.1
S066,23,5,0,2,4,5,5,4,2,C038,Statistics for Data Science - Advanced Track 13,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,4,9.5
S063,35,1,1,3,5,3,5,5,1,C015,Power BI Fundamentals,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0.7
S055,32,2,2,1,1,0,5,1,3,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,1,0,0,4,1,0
S061,31,0,5,2,4,2,5,0,5,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,5,0
S093,20,2,3,1,3,4,4,5,3,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,2,0
S065,28,3,3,3,5,1,4,3,5,C015,Power BI Fundamentals,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0
S078,18,2,2,3,3,4,5,5,4,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,1,23,0,3,9,8.4
S093,20,2,3,1,3,4,4,5,3,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S087,27,0,4,0,2,4,5,3,3,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,1.4
S021,34,0,4,2,3,0,0,2,2,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,1.8
S012,28,0,1,0,2,3,2,0,1,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,0,0,3,0,0
S078,18,2,2,3,3,4,5,5,4,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,0,0,0,0,1,0.1
S064,27,3,4,0,2,2,1,3,4,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,0
S021,34,0,4,2,3,0,0,2,2,C012,Data Visualization,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,0,0
S005,28,2,1,1,2,0,0,3,0,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,1,16,0,3,1,3.7
S016,22,5,1,5,3,4,0,3,3,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,1,81,0,4,11,9
S046,35,1,2,2,4,1,5,2,1,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,2,0
S078,18,2,2,3,3,4,5,5,4,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,1,1,0,4,4,2.7
S059,21,3,4,1,2,0,5,3,0,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,1,24,0,2,0,3.7
S072,32,4,5,4,3,4,3,1,5,C003,Python for Data Science,Data Science,Intermediate,30,5,2,3,0,5,1,0,0,2,0,2.9
S057,35,2,0,0,2,1,4,2,0,C049,Software Engineering - Advanced Track 24,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,0
S013,28,1,5,3,3,5,3,1,2,C010,Natural Language Processing,AI,Advanced,40,4,1,5,0,4,1,43,0,3,10,12.4
S016,22,5,1,5,3,4,0,3,3,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,1,41,0,2,10,10.2
S032,22,3,1,2,3,1,0,3,4,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,2,8.4
S047,26,4,3,2,0,0,5,3,2,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,1,0,0,4,0,1.4
S030,31,3,5,0,5,5,5,0,0,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,1,40,0,4,4,10.6
S059,21,3,4,1,2,0,5,3,0,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,4,1.3
S004,31,1,3,4,2,0,1,5,3,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,1,24,0,2,4,5.8
S011,25,1,3,3,2,5,5,4,1,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,0
S022,25,0,1,4,0,0,5,3,0,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,0,0,0,0,0,0
S085,25,1,3,5,0,4,1,3,5,C042,HTML and CSS - Advanced Track 17,Web Development,Beginner,15,0,0,0,5,1,0,0,0,0,0,0.6
S038,23,0,4,0,1,0,4,0,5,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,3,1.7
S071,21,3,1,3,5,4,4,4,2,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,25,0,3,0,7.1
S002,35,0,4,3,0,0,0,1,1,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,0.3
S070,31,1,1,5,4,3,0,4,1,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,0
S052,29,4,3,4,5,1,1,1,1,C050,Object Oriented Programming - Advanced Track 25,Programming,Intermediate,25,4,1,1,3,1,1,55,0,3,5,17.7
S069,30,3,3,1,1,5,5,0,0,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,2.6
S066,23,5,0,2,4,5,5,4,2,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,1,15,0,3,7,2.4
S003,34,4,0,4,1,5,5,5,4,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,3.7
S034,33,3,1,3,0,1,3,0,3,C041,Web Development Fundamentals - Advanced Track 16,Web Development,Beginner,25,2,1,0,5,2,1,0,0,2,0,4.1
S058,21,4,3,2,5,2,3,4,4,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,52,0,4,10,16.3
S031,30,5,2,0,1,1,1,4,3,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,0,4.1
S081,18,0,5,3,1,3,1,0,2,C043,JavaScript Fundamentals - Advanced Track 18,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,0,0.7
S092,35,3,3,3,5,4,2,2,1,C037,Data Visualization - Advanced Track 12,Data Science,Beginner,15,3,2,1,0,5,0,0,0,0,4,0
S067,20,1,5,2,1,1,1,0,0,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,0,0,0,0,4,0
S075,28,4,0,1,1,1,3,5,1,C013,Statistics for Data Science,Data Science,Intermediate,28,2,2,3,0,5,0,0,0,0,0,0
S011,25,1,3,3,2,5,5,4,1,C006,Database Design,Database,Intermediate,22,1,5,1,1,4,0,0,0,0,0,0
S061,31,0,5,2,4,2,5,0,5,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,2,0.6
S068,25,3,4,0,3,3,5,4,1,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S054,26,1,5,0,3,0,3,1,1,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,0,0,4,0,3.2
S017,32,4,2,4,0,5,5,0,5,C046,Node.js Backend Development - Advanced Track 21,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,3,0
S089,21,4,0,2,4,3,5,2,0,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,1,0,0,3,0,1
S015,30,2,1,1,4,3,0,0,0,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,53,0,4,11,24.8
S016,22,5,1,5,3,4,0,3,3,C024,Software Engineering,Programming,Intermediate,30,3,2,1,3,1,0,0,0,0,0,0
S038,23,0,4,0,1,0,4,0,5,C032,Machine Learning Fundamentals - Advanced Track 7,AI,Intermediate,35,4,2,5,0,5,1,7,0,4,1,0.9
S007,30,0,4,2,5,4,2,4,1,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,41,0,4,8,15.7
S001,21,0,5,2,1,1,1,5,0,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,1,19,0,2,1,11.5
S078,18,2,2,3,3,4,5,5,4,C009,Artificial Intelligence Basics,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0
S094,28,0,3,2,1,3,1,2,2,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,0,0,0,0,0,0
S080,30,5,1,3,1,4,4,0,3,C027,Advanced Python - Advanced Track 2,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,2,0
S044,23,3,4,5,2,4,5,4,0,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,3
S057,35,2,0,0,2,1,4,2,0,C048,Git and GitHub - Advanced Track 23,Programming,Beginner,10,2,0,0,3,0,1,0,0,3,0,0
S091,32,5,1,3,1,5,4,5,2,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,0,0
S091,32,5,1,3,1,5,4,5,2,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,1,20,0,2,5,6
S025,29,3,4,3,0,1,1,0,2,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,0,0,0,0,0,5.4
S073,33,3,2,1,5,2,4,3,5,C034,Artificial Intelligence Basics - Advanced Track 9,AI,Beginner,25,3,1,4,0,4,0,0,0,0,0,0.8
S036,33,1,1,2,1,0,4,5,4,C014,Excel for Data Analysis,Data Science,Beginner,12,0,1,0,0,4,0,0,0,0,0,1.1
S075,28,4,0,1,1,1,3,5,1,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,0,0,0,0,7,0
S042,28,0,0,3,4,4,0,0,4,C026,Python for Beginners - Advanced Track 1,Programming,Beginner,20,5,1,0,1,2,0,0,0,0,0,0
S003,34,4,0,4,1,5,5,5,4,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,1,0.8
S068,25,3,4,0,3,3,5,4,1,C021,Node.js Backend Development,Web Development,Intermediate,32,4,1,1,5,1,1,49,0,2,2,8.5
S070,31,1,1,5,4,3,0,4,1,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,1,10,0,2,5,0
S020,27,5,4,4,1,1,2,1,4,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,1.7
S008,20,0,5,1,2,0,1,0,3,C040,Power BI Fundamentals - Advanced Track 15,Data Science,Beginner,20,0,1,0,0,5,1,22,0,2,1,1.4
S039,25,3,0,4,1,4,4,0,4,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,1,0,0,3,0,0
S034,33,3,1,3,0,1,3,0,3,C025,Object Oriented Programming,Programming,Intermediate,25,4,1,1,3,1,0,0,0,0,1,0
S015,30,2,1,1,4,3,0,0,0,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,2,0
S053,31,0,1,5,2,3,5,5,1,C005,Advanced SQL,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,1.7
S030,31,3,5,0,5,5,5,0,0,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,0,0,0,0,5,0
S017,32,4,2,4,0,5,5,0,5,C020,React Development,Web Development,Intermediate,30,3,0,1,5,1,0,0,0,0,0,2.5
S082,30,2,1,3,2,2,3,2,3,C033,Deep Learning with Python - Advanced Track 8,AI,Advanced,45,5,1,5,0,5,0,0,0,0,0,3.5
S048,19,0,2,1,5,2,1,5,3,C035,Natural Language Processing - Advanced Track 10,AI,Advanced,40,4,1,5,0,4,0,0,0,0,0,1.6
S069,30,3,3,1,1,5,5,0,0,C028,Python for Data Science - Advanced Track 3,Data Science,Intermediate,30,5,2,3,0,5,1,90,1,4,19,27.8
S001,21,0,5,2,1,1,1,5,0,C030,Advanced SQL - Advanced Track 5,Database,Advanced,25,1,5,2,0,5,0,0,0,0,0,0
S084,20,5,0,0,1,1,0,4,1,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,4,0
S062,27,4,2,5,3,2,3,5,2,C018,JavaScript Fundamentals,Web Development,Beginner,25,2,0,0,5,1,0,0,0,0,1,0
S049,35,5,3,4,0,0,0,5,1,C023,Git and GitHub,Programming,Beginner,10,2,0,0,3,0,1,0,0,3,4,0
S006,29,2,4,2,0,5,3,4,0,C011,Data Analysis with Pandas,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,4,0
S088,24,0,4,5,5,1,0,5,2,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,6,1.5
S091,32,5,1,3,1,5,4,5,2,C029,SQL for Beginners - Advanced Track 4,Database,Beginner,15,1,5,1,0,4,0,0,0,0,0,3.2
S042,28,0,0,3,4,4,0,0,4,C022,Full Stack Development,Web Development,Advanced,50,4,2,2,5,2,0,0,0,0,0,0.6
S043,24,4,2,1,2,0,1,2,2,C002,Advanced Python,Programming,Advanced,35,5,1,2,2,2,1,12,0,2,3,7.3
S078,18,2,2,3,3,4,5,5,4,C031,Database Design - Advanced Track 6,Database,Intermediate,22,1,5,1,1,4,1,0,0,3,4,0
S053,31,0,1,5,2,3,5,5,1,C036,Data Analysis with Pandas - Advanced Track 11,Data Science,Beginner,18,5,3,2,0,5,0,0,0,0,0,3
S087,27,0,4,0,2,4,5,3,3,C008,Deep Learning with Python,AI,Advanced,45,5,1,5,0,5,0,0,0,0,0,0
